"file_id","city","date","team1","team2","toss_winner","toss_decision","result","win_team"
"410340","Bulawayo","[datetime.date(2009, 8, 16)]","Zimbabwe","Bangladesh","Zimbabwe","bat","","Bangladesh"
"410341","Bulawayo","[datetime.date(2009, 8, 18)]","Zimbabwe","Bangladesh","Zimbabwe","bat","","Bangladesh"
"415162","Toronto","[datetime.date(2009, 8, 19)]","Canada","Kenya","Canada","field","","Canada"
"415273","Centurion","[datetime.date(2009, 9, 22)]","South Africa","Sri Lanka","South Africa","field","","Sri Lanka"
"415274","Johannesburg","[datetime.date(2009, 9, 23)]","Pakistan","West Indies","West Indies","bat","","Pakistan"
"415275","Centurion","[datetime.date(2009, 9, 24)]","South Africa","New Zealand","South Africa","field","","South Africa"
"415276","Johannesburg","[datetime.date(2009, 9, 25)]","England","Sri Lanka","England","field","","England"
"415277","Johannesburg","[datetime.date(2009, 9, 26)]","Australia","West Indies","West Indies","field","","Australia"
"415278","Centurion","[datetime.date(2009, 9, 26)]","India","Pakistan","Pakistan","bat","","Pakistan"
"415279","Johannesburg","[datetime.date(2009, 9, 27)]","New Zealand","Sri Lanka","Sri Lanka","field","","New Zealand"
"415280","Centurion","[datetime.date(2009, 9, 27)]","South Africa","England","England","bat","","England"
"415281","Centurion","[datetime.date(2009, 9, 28)]","Australia","India","Australia","bat","no result",""
"415282","Johannesburg","[datetime.date(2009, 9, 29)]","England","New Zealand","New Zealand","field","","New Zealand"
"415283","Centurion","[datetime.date(2009, 9, 30)]","Australia","Pakistan","Australia","field","","Australia"
"415284","Johannesburg","[datetime.date(2009, 9, 30)]","India","West Indies","India","field","","India"
"415285","Centurion","[datetime.date(2009, 10, 2)]","Australia","England","England","bat","","Australia"
"415286","Johannesburg","[datetime.date(2009, 10, 3)]","New Zealand","Pakistan","Pakistan","bat","","New Zealand"
"415287","Centurion","[datetime.date(2009, 10, 5)]","Australia","New Zealand","New Zealand","bat","","Australia"
"416236","Vadodara","[datetime.date(2009, 10, 25)]","India","Australia","Australia","bat","","Australia"
"416237","Nagpur","[datetime.date(2009, 10, 28)]","India","Australia","Australia","field","","India"
"416238","Delhi","[datetime.date(2009, 10, 31)]","India","Australia","Australia","bat","","India"
"416239","Chandigarh","[datetime.date(2009, 11, 2)]","India","Australia","India","field","","Australia"
"416240","Hyderabad","[datetime.date(2009, 11, 5)]","India","Australia","Australia","bat","","Australia"
"416241","Guwahati","[datetime.date(2009, 11, 8)]","India","Australia","India","bat","","Australia"
"422626","Mirpur","[datetime.date(2009, 10, 27)]","Bangladesh","Zimbabwe","Zimbabwe","field","","Zimbabwe"
"422627","Mirpur","[datetime.date(2009, 10, 29)]","Bangladesh","Zimbabwe","Zimbabwe","bat","","Bangladesh"
"422628","Mirpur","[datetime.date(2009, 10, 31)]","Bangladesh","Zimbabwe","Bangladesh","field","","Bangladesh"
"422629","Chittagong","[datetime.date(2009, 11, 3)]","Bangladesh","Zimbabwe","Zimbabwe","bat","","Bangladesh"
"422630","Chittagong","[datetime.date(2009, 11, 5)]","Bangladesh","Zimbabwe","Bangladesh","field","","Bangladesh"
"423783","Napier","[datetime.date(2010, 2, 5)]","New Zealand","Bangladesh","New Zealand","bat","","New Zealand"
"423784","Dunedin","[datetime.date(2010, 2, 8)]","New Zealand","Bangladesh","New Zealand","field","","New Zealand"
"423785","Christchurch","[datetime.date(2010, 2, 11)]","New Zealand","Bangladesh","New Zealand","field","","New Zealand"
"423791","Napier","[datetime.date(2010, 3, 3)]","New Zealand","Australia","Australia","bat","","New Zealand"
"423792","Auckland","[datetime.date(2010, 3, 6)]","New Zealand","Australia","Australia","bat","","Australia"
"423793","Hamilton","[datetime.date(2010, 3, 9)]","New Zealand","Australia","Australia","field","","Australia"
"423794","Auckland","[datetime.date(2010, 3, 11)]","New Zealand","Australia","Australia","field","","Australia"
"423795","Wellington","[datetime.date(2010, 3, 13)]","New Zealand","Australia","Australia","field","","New Zealand"
"426384","Dublin","[datetime.date(2010, 6, 17)]","Ireland","Australia","Australia","bat","","Australia"
"426387","Southampton","[datetime.date(2010, 6, 22)]","England","Australia","Australia","bat","","England"
"426388","Cardiff","[datetime.date(2010, 6, 24)]","England","Australia","Australia","bat","","England"
"426389","Manchester","[datetime.date(2010, 6, 27)]","England","Australia","England","field","","England"
"426390","London","[datetime.date(2010, 6, 30)]","England","Australia","England","field","","Australia"
"426391","London","[datetime.date(2010, 7, 3)]","England","Australia","Australia","bat","","Australia"
"426403","Nottingham","[datetime.date(2010, 7, 8)]","England","Bangladesh","Bangladesh","bat","","England"
"426404","Bristol","[datetime.date(2010, 7, 10)]","England","Bangladesh","England","field","","Bangladesh"
"426405","Birmingham","[datetime.date(2010, 7, 12)]","England","Bangladesh","Bangladesh","field","","England"
"426420","Mirpur","[datetime.date(2010, 2, 28)]","Bangladesh","England","England","field","","England"
"426421","Mirpur","[datetime.date(2010, 3, 2)]","Bangladesh","England","England","field","","England"
"426422","Chittagong","[datetime.date(2010, 3, 5)]","Bangladesh","England","Bangladesh","field","","England"
"426428","Chester-le-Street","[datetime.date(2010, 9, 10)]","England","Pakistan","Pakistan","field","","England"
"426429","Leeds","[datetime.date(2010, 9, 12)]","England","Pakistan","Pakistan","bat","","England"
"426430","London","[datetime.date(2010, 9, 17)]","England","Pakistan","Pakistan","bat","","Pakistan"
"426431","London","[datetime.date(2010, 9, 20)]","England","Pakistan","Pakistan","bat","","Pakistan"
"426432","Southampton","[datetime.date(2010, 9, 22)]","England","Pakistan","England","bat","","England"
"426720","Abu Dhabi","[datetime.date(2009, 11, 3)]","New Zealand","Pakistan","Pakistan","bat","","Pakistan"
"426721","Abu Dhabi","[datetime.date(2009, 11, 6)]","New Zealand","Pakistan","New Zealand","bat","","New Zealand"
"426722","Abu Dhabi","[datetime.date(2009, 11, 9)]","New Zealand","Pakistan","New Zealand","bat","","New Zealand"
"430508","Benoni","[datetime.date(2009, 11, 8)]","South Africa","Zimbabwe","Zimbabwe","field","","South Africa"
"430509","Centurion","[datetime.date(2009, 11, 10)]","South Africa","Zimbabwe","Zimbabwe","field","","South Africa"
"430886","Rajkot","[datetime.date(2009, 12, 15)]","India","Sri Lanka","Sri Lanka","field","","India"
"430887","Nagpur","[datetime.date(2009, 12, 18)]","India","Sri Lanka","India","bat","","Sri Lanka"
"430888","Cuttack","[datetime.date(2009, 12, 21)]","India","Sri Lanka","Sri Lanka","bat","","India"
"430889","Kolkata","[datetime.date(2009, 12, 24)]","India","Sri Lanka","Sri Lanka","bat","","India"
"430890","Delhi","[datetime.date(2009, 12, 27)]","India","Sri Lanka","India","field","no result",""
"433558","Mirpur","[datetime.date(2011, 2, 19)]","Bangladesh","India","Bangladesh","field","","India"
"433559","Chennai","[datetime.date(2011, 2, 20)]","Kenya","New Zealand","Kenya","bat","","New Zealand"
"433560","Hambantota","[datetime.date(2011, 2, 20)]","Sri Lanka","Canada","Sri Lanka","bat","","Sri Lanka"
"433561","Ahmedabad","[datetime.date(2011, 2, 21)]","Australia","Zimbabwe","Australia","bat","","Australia"
"433562","Nagpur","[datetime.date(2011, 2, 22)]","England","Netherlands","Netherlands","bat","","England"
"433563","Hambantota","[datetime.date(2011, 2, 23)]","Kenya","Pakistan","Pakistan","bat","","Pakistan"
"433564","Delhi","[datetime.date(2011, 2, 24)]","South Africa","West Indies","South Africa","field","","South Africa"
"433565","Nagpur","[datetime.date(2011, 2, 25)]","Australia","New Zealand","Australia","field","","Australia"
"433566","Mirpur","[datetime.date(2011, 2, 25)]","Bangladesh","Ireland","Bangladesh","bat","","Bangladesh"
"433567","Colombo","[datetime.date(2011, 2, 26)]","Sri Lanka","Pakistan","Pakistan","bat","","Pakistan"
"433568","Bangalore","[datetime.date(2011, 2, 27)]","India","England","India","bat","tie",""
"433569","Delhi","[datetime.date(2011, 2, 28)]","Netherlands","West Indies","Netherlands","field","","West Indies"
"433570","Nagpur","[datetime.date(2011, 2, 28)]","Canada","Zimbabwe","Zimbabwe","bat","","Zimbabwe"
"433571","Colombo","[datetime.date(2011, 3, 1)]","Sri Lanka","Kenya","Kenya","bat","","Sri Lanka"
"433572","Bangalore","[datetime.date(2011, 3, 2)]","England","Ireland","England","bat","","Ireland"
"433573","Chandigarh","[datetime.date(2011, 3, 3)]","Netherlands","South Africa","Netherlands","field","","South Africa"
"433574","Colombo","[datetime.date(2011, 3, 3)]","Canada","Pakistan","Pakistan","bat","","Pakistan"
"433575","Ahmedabad","[datetime.date(2011, 3, 4)]","New Zealand","Zimbabwe","Zimbabwe","bat","","New Zealand"
"433576","Mirpur","[datetime.date(2011, 3, 4)]","Bangladesh","West Indies","Bangladesh","bat","","West Indies"
"433577","Colombo","[datetime.date(2011, 3, 5)]","Sri Lanka","Australia","Sri Lanka","bat","no result",""
"433578","Bangalore","[datetime.date(2011, 3, 6)]","India","Ireland","India","field","","India"
"433579","Chennai","[datetime.date(2011, 3, 6)]","England","South Africa","England","bat","","England"
"433580","Delhi","[datetime.date(2011, 3, 7)]","Canada","Kenya","Kenya","bat","","Canada"
"433581","","[datetime.date(2011, 3, 8)]","New Zealand","Pakistan","New Zealand","bat","","New Zealand"
"433582","Delhi","[datetime.date(2011, 3, 9)]","India","Netherlands","Netherlands","bat","","India"
"433583","","[datetime.date(2011, 3, 10)]","Sri Lanka","Zimbabwe","Zimbabwe","field","","Sri Lanka"
"433584","Chandigarh","[datetime.date(2011, 3, 11)]","Ireland","West Indies","Ireland","field","","West Indies"
"433585","Chittagong","[datetime.date(2011, 3, 11)]","Bangladesh","England","Bangladesh","field","","Bangladesh"
"433586","Nagpur","[datetime.date(2011, 3, 12)]","India","South Africa","India","bat","","South Africa"
"433587","Mumbai","[datetime.date(2011, 3, 13)]","Canada","New Zealand","Canada","field","","New Zealand"
"433588","Bangalore","[datetime.date(2011, 3, 13)]","Australia","Kenya","Australia","bat","","Australia"
"433589","","[datetime.date(2011, 3, 14)]","Pakistan","Zimbabwe","Zimbabwe","bat","","Pakistan"
"433590","Chittagong","[datetime.date(2011, 3, 14)]","Bangladesh","Netherlands","Netherlands","bat","","Bangladesh"
"433591","Kolkata","[datetime.date(2011, 3, 15)]","Ireland","South Africa","Ireland","field","","South Africa"
"433592","Bangalore","[datetime.date(2011, 3, 16)]","Australia","Canada","Canada","bat","","Australia"
"433593","Chennai","[datetime.date(2011, 3, 17)]","England","West Indies","England","bat","","England"
"433594","Mumbai","[datetime.date(2011, 3, 18)]","New Zealand","Sri Lanka","Sri Lanka","bat","","Sri Lanka"
"433595","Kolkata","[datetime.date(2011, 3, 18)]","Ireland","Netherlands","Ireland","field","","Ireland"
"433596","Colombo","[datetime.date(2011, 3, 19)]","Australia","Pakistan","Australia","bat","","Pakistan"
"433597","Mirpur","[datetime.date(2011, 3, 19)]","Bangladesh","South Africa","South Africa","bat","","South Africa"
"433598","Kolkata","[datetime.date(2011, 3, 20)]","Kenya","Zimbabwe","Zimbabwe","bat","","Zimbabwe"
"433599","Chennai","[datetime.date(2011, 3, 20)]","India","West Indies","India","bat","","India"
"433600","Mirpur","[datetime.date(2011, 3, 23)]","Pakistan","West Indies","West Indies","bat","","Pakistan"
"433601","Ahmedabad","[datetime.date(2011, 3, 24)]","India","Australia","Australia","bat","","India"
"433602","Mirpur","[datetime.date(2011, 3, 25)]","New Zealand","South Africa","New Zealand","bat","","New Zealand"
"433603","Colombo","[datetime.date(2011, 3, 26)]","Sri Lanka","England","England","bat","","Sri Lanka"
"433604","Colombo","[datetime.date(2011, 3, 29)]","Sri Lanka","New Zealand","New Zealand","bat","","Sri Lanka"
"433605","Chandigarh","[datetime.date(2011, 3, 30)]","India","Pakistan","India","bat","","India"
"433606","Mumbai","[datetime.date(2011, 4, 2)]","India","Sri Lanka","Sri Lanka","bat","","India"
"434258","Mirpur","[datetime.date(2010, 1, 4)]","Bangladesh","Sri Lanka","Sri Lanka","field","","Sri Lanka"
"434259","Mirpur","[datetime.date(2010, 1, 5)]","India","Sri Lanka","Sri Lanka","field","","Sri Lanka"
"434260","Mirpur","[datetime.date(2010, 1, 7)]","Bangladesh","India","Bangladesh","bat","","India"
"434261","Mirpur","[datetime.date(2010, 1, 8)]","Bangladesh","Sri Lanka","Sri Lanka","field","","Sri Lanka"
"434262","Mirpur","[datetime.date(2010, 1, 10)]","India","Sri Lanka","Sri Lanka","bat","","India"
"434263","Mirpur","[datetime.date(2010, 1, 11)]","Bangladesh","India","India","field","","India"
"434264","Mirpur","[datetime.date(2010, 1, 13)]","India","Sri Lanka","Sri Lanka","field","","Sri Lanka"
"439140","Guyana","[datetime.date(2010, 3, 4)]","West Indies","Zimbabwe","Zimbabwe","bat","","Zimbabwe"
"439141","Guyana","[datetime.date(2010, 3, 6)]","West Indies","Zimbabwe","Zimbabwe","bat","","West Indies"
"439142","St Vincent","[datetime.date(2010, 3, 10)]","West Indies","Zimbabwe","Zimbabwe","field","","West Indies"
"439143","St Vincent","[datetime.date(2010, 3, 12)]","West Indies","Zimbabwe","West Indies","field","","West Indies"
"439144","St Vincent","[datetime.date(2010, 3, 14)]","West Indies","Zimbabwe","West Indies","field","","West Indies"
"439147","Antigua","[datetime.date(2010, 5, 22)]","West Indies","South Africa","West Indies","field","","South Africa"
"439148","Antigua","[datetime.date(2010, 5, 24)]","West Indies","South Africa","South Africa","bat","","South Africa"
"439149","Dominica","[datetime.date(2010, 5, 28)]","West Indies","South Africa","South Africa","bat","","South Africa"
"439150","Dominica","[datetime.date(2010, 5, 30)]","West Indies","South Africa","West Indies","bat","","South Africa"
"439151","Trinidad","[datetime.date(2010, 6, 3)]","West Indies","South Africa","West Indies","bat","","South Africa"
"441827","Jaipur","[datetime.date(2010, 2, 21)]","India","South Africa","South Africa","field","","India"
"441828","Gwalior","[datetime.date(2010, 2, 24)]","India","South Africa","India","bat","","India"
"441829","Ahmedabad","[datetime.date(2010, 2, 27)]","India","South Africa","South Africa","bat","","South Africa"
"446957","","[datetime.date(2010, 11, 3)]","Australia","Sri Lanka","Australia","bat","","Sri Lanka"
"446958","","[datetime.date(2010, 11, 5)]","Australia","Sri Lanka","Sri Lanka","bat","","Sri Lanka"
"446959","Brisbane","[datetime.date(2010, 11, 7)]","Australia","Sri Lanka","Sri Lanka","bat","","Australia"
"446962","","[datetime.date(2011, 1, 16)]","Australia","England","England","bat","","Australia"
"446963","Hobart","[datetime.date(2011, 1, 21)]","Australia","England","England","field","","Australia"
"446964","","[datetime.date(2011, 1, 23)]","Australia","England","England","bat","","Australia"
"446965","","[datetime.date(2011, 1, 26)]","Australia","England","England","bat","","England"
"446966","Brisbane","[datetime.date(2011, 1, 30)]","Australia","England","Australia","bat","","Australia"
"446967","","[datetime.date(2011, 2, 2)]","Australia","England","England","bat","","Australia"
"446968","Perth","[datetime.date(2011, 2, 6)]","Australia","England","Australia","bat","","Australia"
"450107","Belfast","[datetime.date(2010, 7, 16)]","Ireland","Bangladesh","Ireland","bat","","Bangladesh"
"450379","Amstelveen","[datetime.date(2010, 7, 7)]","Canada","Ireland","Canada","bat","","Ireland"
"450498","Ayr","[datetime.date(2010, 8, 16)]","Scotland","Afghanistan","Scotland","bat","","Afghanistan"
"450501","Ayr","[datetime.date(2010, 8, 17)]","Scotland","Afghanistan","Afghanistan","bat","","Scotland"
"452146","Bulawayo","[datetime.date(2010, 5, 28)]","Zimbabwe","India","India","bat","","Zimbabwe"
"452147","Bulawayo","[datetime.date(2010, 5, 30)]","India","Sri Lanka","India","field","","India"
"452148","Bulawayo","[datetime.date(2010, 6, 1)]","Zimbabwe","Sri Lanka","Sri Lanka","field","","Sri Lanka"
"452149","","[datetime.date(2010, 6, 3)]","Zimbabwe","India","Zimbabwe","field","","Zimbabwe"
"452150","","[datetime.date(2010, 6, 5)]","India","Sri Lanka","Sri Lanka","field","","Sri Lanka"
"452151","","[datetime.date(2010, 6, 7)]","Zimbabwe","Sri Lanka","Zimbabwe","field","","Zimbabwe"
"452152","","[datetime.date(2010, 6, 9)]","Zimbabwe","Sri Lanka","Sri Lanka","field","","Sri Lanka"
"455231","","[datetime.date(2010, 6, 15)]","Sri Lanka","Pakistan","Sri Lanka","bat","","Sri Lanka"
"455232","","[datetime.date(2010, 6, 16)]","Bangladesh","India","Bangladesh","bat","","India"
"455233","","[datetime.date(2010, 6, 18)]","Sri Lanka","Bangladesh","Sri Lanka","bat","","Sri Lanka"
"455234","","[datetime.date(2010, 6, 19)]","India","Pakistan","Pakistan","bat","","India"
"455235","","[datetime.date(2010, 6, 21)]","Bangladesh","Pakistan","Pakistan","bat","","Pakistan"
"455236","","[datetime.date(2010, 6, 22)]","Sri Lanka","India","Sri Lanka","field","","Sri Lanka"
"455237","","[datetime.date(2010, 6, 24)]","Sri Lanka","India","India","bat","","India"
"456662","","[datetime.date(2010, 8, 10)]","India","New Zealand","New Zealand","bat","","New Zealand"
"456663","","[datetime.date(2010, 8, 16)]","Sri Lanka","India","Sri Lanka","bat","","India"
"456664","","[datetime.date(2010, 8, 13)]","Sri Lanka","New Zealand","New Zealand","bat","","Sri Lanka"
"456665","","[datetime.date(2010, 8, 25)]","India","New Zealand","India","bat","","India"
"456666","","[datetime.date(2010, 8, 22)]","Sri Lanka","India","India","bat","","Sri Lanka"
"456668","","[datetime.date(2010, 8, 28)]","Sri Lanka","India","Sri Lanka","bat","","Sri Lanka"
"461566","Abu Dhabi","[datetime.date(2010, 10, 29)]","Pakistan","South Africa","Pakistan","bat","","South Africa"
"461567","Abu Dhabi","[datetime.date(2010, 10, 31)]","Pakistan","South Africa","South Africa","bat","","Pakistan"
"461568","","[datetime.date(2010, 11, 2)]","Pakistan","South Africa","Pakistan","field","","South Africa"
"461569","","[datetime.date(2010, 11, 5)]","Pakistan","South Africa","South Africa","bat","","Pakistan"
"461570","","[datetime.date(2010, 11, 8)]","Pakistan","South Africa","South Africa","bat","","South Africa"
"463143","Bloemfontein","[datetime.date(2010, 10, 15)]","South Africa","Zimbabwe","South Africa","bat","","South Africa"
"463144","Potchefstroom","[datetime.date(2010, 10, 17)]","South Africa","Zimbabwe","Zimbabwe","bat","","South Africa"
"463145","Benoni","[datetime.date(2010, 10, 22)]","South Africa","Zimbabwe","South Africa","bat","","South Africa"
"463150","Durban","[datetime.date(2011, 1, 12)]","South Africa","India","South Africa","bat","","South Africa"
"463151","Johannesburg","[datetime.date(2011, 1, 15)]","South Africa","India","India","bat","","India"
"463152","Cape Town","[datetime.date(2011, 1, 18)]","South Africa","India","South Africa","bat","","India"
"463153","Port Elizabeth","[datetime.date(2011, 1, 21)]","South Africa","India","South Africa","bat","","South Africa"
"463154","Centurion","[datetime.date(2011, 1, 23)]","South Africa","India","India","field","","South Africa"
"464529","Visakhapatnam","[datetime.date(2010, 10, 20)]","India","Australia","India","field","","India"
"464720","Dublin","[datetime.date(2010, 8, 18)]","Ireland","Netherlands","Netherlands","bat","","Ireland"
"464723","Skating and Curling Club","[datetime.date(2010, 9, 6)]","Canada","Ireland","Ireland","bat","","Canada"
"464990","Colombo","[datetime.date(2011, 1, 31)]","Sri Lanka","West Indies","West Indies","bat","no result",""
"464991","Colombo","[datetime.date(2011, 2, 3)]","Sri Lanka","West Indies","Sri Lanka","field","","Sri Lanka"
"464992","Colombo","[datetime.date(2011, 2, 6)]","Sri Lanka","West Indies","West Indies","field","","Sri Lanka"
"467883","Guwahati","[datetime.date(2010, 11, 28)]","India","New Zealand","New Zealand","field","","India"
"467884","Jaipur","[datetime.date(2010, 12, 1)]","India","New Zealand","India","field","","India"
"467885","Vadodara","[datetime.date(2010, 12, 4)]","India","New Zealand","India","field","","India"
"467886","Bangalore","[datetime.date(2010, 12, 7)]","India","New Zealand","India","field","","India"
"467887","Chennai","[datetime.date(2010, 12, 10)]","India","New Zealand","New Zealand","bat","","India"
"473315","","[datetime.date(2010, 8, 19), datetime.date(2010, 8, 20)]","Sri Lanka","New Zealand","New Zealand","field","no result",""
"473923","Wellington","[datetime.date(2011, 1, 22)]","New Zealand","Pakistan","Pakistan","bat","","New Zealand"
"473924","","[datetime.date(2011, 1, 26)]","New Zealand","Pakistan","New Zealand","field","no result",""
"473925","Christchurch","[datetime.date(2011, 1, 29)]","New Zealand","Pakistan","New Zealand","field","","Pakistan"
"473926","Napier","[datetime.date(2011, 2, 1)]","New Zealand","Pakistan","New Zealand","bat","","Pakistan"
"473927","Hamilton","[datetime.date(2011, 2, 3)]","New Zealand","Pakistan","New Zealand","field","","Pakistan"
"473928","Auckland","[datetime.date(2011, 2, 5)]","New Zealand","Pakistan","Pakistan","field","","New Zealand"
"474467","London","[datetime.date(2011, 6, 28)]","England","Sri Lanka","Sri Lanka","field","","England"
"474468","Leeds","[datetime.date(2011, 7, 1)]","England","Sri Lanka","England","field","","Sri Lanka"
"474469","London","[datetime.date(2011, 7, 3)]","England","Sri Lanka","England","bat","","Sri Lanka"
"474470","Nottingham","[datetime.date(2011, 7, 6)]","England","Sri Lanka","England","field","","England"
"474471","Manchester","[datetime.date(2011, 7, 9)]","England","Sri Lanka","England","bat","","England"
"474477","Chester-le-Street","[datetime.date(2011, 9, 3)]","England","India","England","field","no result",""
"474478","Southampton","[datetime.date(2011, 9, 6)]","England","India","England","field","","England"
"474479","London","[datetime.date(2011, 9, 9)]","England","India","England","field","","England"
"474480","London","[datetime.date(2011, 9, 11)]","England","India","England","field","tie",""
"474481","Cardiff","[datetime.date(2011, 9, 16)]","England","India","England","field","","England"
"476596","Mirpur","[datetime.date(2010, 10, 5)]","Bangladesh","New Zealand","Bangladesh","bat","","Bangladesh"
"476598","Mirpur","[datetime.date(2010, 10, 11)]","Bangladesh","New Zealand","Bangladesh","field","","Bangladesh"
"476599","Mirpur","[datetime.date(2010, 10, 14)]","Bangladesh","New Zealand","New Zealand","field","","Bangladesh"
"476600","Mirpur","[datetime.date(2010, 10, 17)]","Bangladesh","New Zealand","Bangladesh","bat","","Bangladesh"
"483126","Dublin","[datetime.date(2011, 8, 25)]","Ireland","England","Ireland","field","","England"
"486520","Mirpur","[datetime.date(2010, 12, 1)]","Bangladesh","Zimbabwe","Bangladesh","field","","Zimbabwe"
"486522","Mirpur","[datetime.date(2010, 12, 3)]","Bangladesh","Zimbabwe","Bangladesh","field","","Bangladesh"
"486523","Mirpur","[datetime.date(2010, 12, 6)]","Bangladesh","Zimbabwe","Zimbabwe","field","","Bangladesh"
"486526","Chittagong","[datetime.date(2010, 12, 12)]","Bangladesh","Zimbabwe","Zimbabwe","bat","","Bangladesh"
"489213","St Lucia","[datetime.date(2011, 4, 23)]","West Indies","Pakistan","West Indies","bat","","Pakistan"
"489214","St Lucia","[datetime.date(2011, 4, 25)]","West Indies","Pakistan","Pakistan","field","","Pakistan"
"489215","Barbados","[datetime.date(2011, 4, 28)]","West Indies","Pakistan","Pakistan","field","","Pakistan"
"489216","Barbados","[datetime.date(2011, 5, 2)]","West Indies","Pakistan","West Indies","field","","West Indies"
"489217","Guyana","[datetime.date(2011, 5, 5)]","West Indies","Pakistan","Pakistan","bat","","West Indies"
"489221","Trinidad","[datetime.date(2011, 6, 6)]","West Indies","India","West Indies","bat","","India"
"489222","Trinidad","[datetime.date(2011, 6, 8)]","West Indies","India","India","field","","India"
"489223","Antigua","[datetime.date(2011, 6, 11)]","West Indies","India","India","field","","India"
"489224","Antigua","[datetime.date(2011, 6, 13)]","West Indies","India","India","field","","West Indies"
"489225","Jamaica","[datetime.date(2011, 6, 16)]","West Indies","India","West Indies","field","","West Indies"
"503363","Mirpur","[datetime.date(2011, 4, 9)]","Bangladesh","Australia","Bangladesh","field","","Australia"
"503364","Mirpur","[datetime.date(2011, 4, 11)]","Bangladesh","Australia","Bangladesh","bat","","Australia"
"503365","Mirpur","[datetime.date(2011, 4, 13)]","Bangladesh","Australia","Australia","bat","","Australia"
"504779","Aberdeen","[datetime.date(2011, 6, 29)]","Scotland","Netherlands","Scotland","field","","Scotland"
"514025","Centurion","[datetime.date(2011, 10, 19)]","South Africa","Australia","South Africa","field","","Australia"
"514026","Port Elizabeth","[datetime.date(2011, 10, 23)]","South Africa","Australia","South Africa","bat","","South Africa"
"514027","Durban","[datetime.date(2011, 10, 28)]","South Africa","Australia","South Africa","bat","","Australia"
"514035","Paarl","[datetime.date(2012, 1, 11)]","South Africa","Sri Lanka","South Africa","bat","","South Africa"
"514036","East London","[datetime.date(2012, 1, 14)]","South Africa","Sri Lanka","South Africa","field","","South Africa"
"514037","Bloemfontein","[datetime.date(2012, 1, 17)]","South Africa","Sri Lanka","Sri Lanka","bat","","South Africa"
"514038","Kimberley","[datetime.date(2012, 1, 20)]","South Africa","Sri Lanka","South Africa","bat","","Sri Lanka"
"514039","Johannesburg","[datetime.date(2012, 1, 22)]","South Africa","Sri Lanka","Sri Lanka","field","","Sri Lanka"
"516206","","[datetime.date(2011, 8, 10)]","Sri Lanka","Australia","Sri Lanka","bat","","Australia"
"516207","Hambantota","[datetime.date(2011, 8, 14)]","Sri Lanka","Australia","Sri Lanka","bat","","Australia"
"516208","Hambantota","[datetime.date(2011, 8, 16)]","Sri Lanka","Australia","Australia","field","","Sri Lanka"
"516209","Colombo","[datetime.date(2011, 8, 20)]","Sri Lanka","Australia","Sri Lanka","bat","","Australia"
"516210","Colombo","[datetime.date(2011, 8, 22)]","Sri Lanka","Australia","Sri Lanka","field","","Sri Lanka"
"518956","","[datetime.date(2012, 2, 5)]","Australia","India","India","field","","Australia"
"518957","Perth","[datetime.date(2012, 2, 8)]","India","Sri Lanka","Sri Lanka","bat","","India"
"518958","Perth","[datetime.date(2012, 2, 10)]","Australia","Sri Lanka","Sri Lanka","field","","Australia"
"518959","","[datetime.date(2012, 2, 12)]","Australia","India","Australia","bat","","India"
"518960","","[datetime.date(2012, 2, 14)]","India","Sri Lanka","Sri Lanka","bat","tie",""
"518961","","[datetime.date(2012, 2, 17)]","Australia","Sri Lanka","Australia","bat","","Sri Lanka"
"518962","Brisbane","[datetime.date(2012, 2, 19)]","Australia","India","Australia","bat","","Australia"
"518963","Brisbane","[datetime.date(2012, 2, 21)]","India","Sri Lanka","Sri Lanka","bat","","Sri Lanka"
"518964","Hobart","[datetime.date(2012, 2, 24)]","Australia","Sri Lanka","Australia","bat","","Sri Lanka"
"518965","","[datetime.date(2012, 2, 26)]","Australia","India","Australia","bat","","Australia"
"518966","Hobart","[datetime.date(2012, 2, 28)]","India","Sri Lanka","India","field","","India"
"518967","","[datetime.date(2012, 3, 2)]","Australia","Sri Lanka","Sri Lanka","bat","","Sri Lanka"
"518968","Brisbane","[datetime.date(2012, 3, 4)]","Australia","Sri Lanka","Australia","bat","","Australia"
"518969","","[datetime.date(2012, 3, 6)]","Australia","Sri Lanka","Australia","bat","","Sri Lanka"
"518970","","[datetime.date(2012, 3, 8)]","Australia","Sri Lanka","Sri Lanka","field","","Australia"
"520592","Dunedin","[datetime.date(2012, 2, 3)]","New Zealand","Zimbabwe","Zimbabwe","field","","New Zealand"
"520593","Whangarei","[datetime.date(2012, 2, 6)]","New Zealand","Zimbabwe","Zimbabwe","field","","New Zealand"
"520594","Napier","[datetime.date(2012, 2, 9)]","New Zealand","Zimbabwe","New Zealand","bat","","New Zealand"
"520600","Wellington","[datetime.date(2012, 2, 25)]","New Zealand","South Africa","New Zealand","bat","","South Africa"
"520601","Napier","[datetime.date(2012, 2, 29)]","New Zealand","South Africa","South Africa","field","","South Africa"
"520602","Auckland","[datetime.date(2012, 3, 3)]","New Zealand","South Africa","South Africa","field","","South Africa"
"521218","Hyderabad","[datetime.date(2011, 10, 14)]","India","England","India","bat","","India"
"521219","Delhi","[datetime.date(2011, 10, 17)]","India","England","England","bat","","India"
"521220","Chandigarh","[datetime.date(2011, 10, 20)]","India","England","England","bat","","India"
"521221","Mumbai","[datetime.date(2011, 10, 23)]","India","England","England","bat","","India"
