"file_id","city","date","team1","team2","toss_winner","toss_decision","result","win_team"
"257771","","[datetime.date(2006, 12, 13)]","Pakistan","West Indies","Pakistan","bat","","West Indies"
"257772","Karachi","[datetime.date(2006, 12, 16)]","Pakistan","West Indies","Pakistan","field","","Pakistan"
"258465","London","[datetime.date(2007, 7, 1)]","England","West Indies","West Indies","field","","England"
"258466","Birmingham","[datetime.date(2007, 7, 4)]","England","West Indies","England","field","","West Indies"
"258467","Nottingham","[datetime.date(2007, 7, 7)]","England","West Indies","West Indies","bat","","West Indies"
"258471","Southampton","[datetime.date(2007, 8, 21)]","England","India","India","field","","England"
"258472","Bristol","[datetime.date(2007, 8, 24)]","England","India","India","bat","","India"
"258473","Birmingham","[datetime.date(2007, 8, 27)]","England","India","India","field","","England"
"258474","Manchester","[datetime.date(2007, 8, 30)]","England","India","India","bat","","England"
"258475","Leeds","[datetime.date(2007, 9, 2)]","England","India","England","field","","India"
"258476","London","[datetime.date(2007, 9, 5)]","England","India","England","bat","","India"
"258477","London","[datetime.date(2007, 9, 8)]","England","India","India","bat","","England"
"259384","Potchefstroom","[datetime.date(2006, 11, 27)]","Bermuda","Canada","Canada","field","","Canada"
"259389","Benoni","[datetime.date(2006, 12, 2)]","Bermuda","Netherlands","Netherlands","bat","","Bermuda"
"259390","Benoni","[datetime.date(2006, 11, 30)]","Bermuda","Canada","Canada","field","","Canada"
"259391","Benoni","[datetime.date(2006, 12, 1)]","Canada","Netherlands","Netherlands","field","","Netherlands"
"259793","East London","[datetime.date(2006, 9, 18)]","South Africa","Zimbabwe","Zimbabwe","bat","","South Africa"
"264068","Bogra","[datetime.date(2006, 12, 3)]","Bangladesh","Zimbabwe","Bangladesh","field","","Bangladesh"
"264069","Bogra","[datetime.date(2006, 12, 5)]","Bangladesh","Zimbabwe","Zimbabwe","field","","Bangladesh"
"264070","Mirpur","[datetime.date(2006, 12, 8)]","Bangladesh","Zimbabwe","Bangladesh","field","","Bangladesh"
"264071","Mirpur","[datetime.date(2006, 12, 9)]","Bangladesh","Zimbabwe","Bangladesh","field","","Bangladesh"
"267386","Nairobi","[datetime.date(2007, 2, 2)]","Bermuda","Canada","Bermuda","field","","Canada"
"267387","Nairobi","[datetime.date(2007, 2, 4)]","Bermuda","Netherlands","Netherlands","field","","Netherlands"
"267389","Nairobi","[datetime.date(2007, 2, 4)]","Kenya","Scotland","Scotland","bat","","Scotland"
"267391","Nairobi","[datetime.date(2007, 2, 5)]","Kenya","Canada","Kenya","bat","","Kenya"
"267708","Chennai","[datetime.date(2007, 1, 27)]","India","West Indies","West Indies","field","","West Indies"
"267709","Vadodara","[datetime.date(2007, 1, 31)]","India","West Indies","West Indies","field","","India"
"267710","Kolkata","[datetime.date(2007, 2, 8)]","India","Sri Lanka","India","field","no result",""
"267712","Rajkot","[datetime.date(2007, 2, 11)]","India","Sri Lanka","India","field","","Sri Lanka"
"267713","Visakhapatnam","[datetime.date(2007, 2, 17)]","India","Sri Lanka","India","field","","India"
"267715","Margao","[datetime.date(2007, 2, 14)]","India","Sri Lanka","Sri Lanka","bat","","India"
"275789","Glasgow","[datetime.date(2007, 8, 16)]","Scotland","India","India","field","","India"
"282688","Mirpur","[datetime.date(2007, 5, 10)]","Bangladesh","India","Bangladesh","bat","","India"
"282689","Mirpur","[datetime.date(2007, 5, 12)]","Bangladesh","India","India","bat","","India"
"289107","Bangalore","[datetime.date(2007, 6, 6)]","Africa XI","Asia XI","Asia XI","bat","","Asia XI"
"289108","Chennai","[datetime.date(2007, 6, 9)]","Africa XI","Asia XI","Asia XI","bat","","Asia XI"
"289110","Chennai","[datetime.date(2007, 6, 10)]","Africa XI","Asia XI","Asia XI","bat","","Asia XI"
"291217","","[datetime.date(2007, 10, 1)]","Sri Lanka","England","Sri Lanka","bat","","Sri Lanka"
"291218","","[datetime.date(2007, 10, 4)]","Sri Lanka","England","England","bat","","England"
"291220","Colombo","[datetime.date(2007, 10, 10)]","Sri Lanka","England","Sri Lanka","bat","","England"
"291221","Colombo","[datetime.date(2007, 10, 13)]","Sri Lanka","England","Sri Lanka","bat","","Sri Lanka"
"291345","","[datetime.date(2007, 12, 14)]","Australia","New Zealand","New Zealand","bat","","Australia"
"291346","","[datetime.date(2007, 12, 16)]","Australia","New Zealand","New Zealand","bat","no result",""
"291347","Hobart","[datetime.date(2007, 12, 20)]","Australia","New Zealand","New Zealand","field","","Australia"
"291359","Brisbane","[datetime.date(2008, 2, 3)]","Australia","India","India","bat","no result",""
"291360","Brisbane","[datetime.date(2008, 2, 5)]","India","Sri Lanka","India","bat","no result",""
"291361","","[datetime.date(2008, 2, 8)]","Australia","Sri Lanka","Australia","bat","","Australia"
"291362","","[datetime.date(2008, 2, 10)]","Australia","India","Australia","bat","","India"
"291364","Perth","[datetime.date(2008, 2, 15)]","Australia","Sri Lanka","Australia","bat","","Australia"
"291365","","[datetime.date(2008, 2, 17)]","Australia","India","Australia","bat","","Australia"
"291366","","[datetime.date(2008, 2, 19)]","India","Sri Lanka","Sri Lanka","bat","","India"
"291367","","[datetime.date(2008, 2, 22)]","Australia","Sri Lanka","Sri Lanka","field","","Australia"
"291368","","[datetime.date(2008, 2, 24)]","Australia","India","Australia","bat","","Australia"
"291369","Hobart","[datetime.date(2008, 2, 26)]","India","Sri Lanka","India","field","","India"
"291370","","[datetime.date(2008, 2, 29)]","Australia","Sri Lanka","Sri Lanka","bat","","Sri Lanka"
"291371","","[datetime.date(2008, 3, 2)]","Australia","India","Australia","bat","","India"
"291372","Brisbane","[datetime.date(2008, 3, 4)]","Australia","India","India","bat","","India"
"293071","Belfast","[datetime.date(2007, 6, 23)]","Ireland","India","India","field","","India"
"293072","Belfast","[datetime.date(2007, 6, 24)]","Ireland","South Africa","Ireland","field","","South Africa"
"293076","Belfast","[datetime.date(2007, 6, 26)]","India","South Africa","South Africa","field","","South Africa"
"293077","Belfast","[datetime.date(2007, 6, 29)]","India","South Africa","India","field","","India"
"293078","Belfast","[datetime.date(2007, 7, 1)]","India","South Africa","India","field","","India"
"293481","Colombo","[datetime.date(2007, 7, 20)]","Sri Lanka","Bangladesh","Bangladesh","field","","Sri Lanka"
"293482","Colombo","[datetime.date(2007, 7, 23)]","Sri Lanka","Bangladesh","Sri Lanka","field","","Sri Lanka"
"293483","Colombo","[datetime.date(2007, 7, 25)]","Sri Lanka","Bangladesh","Bangladesh","field","","Sri Lanka"
"295785","Belfast","[datetime.date(2007, 7, 13)]","Netherlands","Scotland","Scotland","bat","no result",""
"295788","Dublin","[datetime.date(2007, 7, 14)]","Ireland","West Indies","Ireland","bat","no result",""
"296685","Nairobi","[datetime.date(2007, 10, 18)]","Kenya","Canada","Kenya","field","","Kenya"
"296687","Nairobi","[datetime.date(2007, 10, 20)]","Kenya","Canada","Canada","bat","","Kenya"
"296904","Chester-le-Street","[datetime.date(2008, 6, 15)]","England","New Zealand","New Zealand","field","","England"
"296905","Birmingham","[datetime.date(2008, 6, 18)]","England","New Zealand","New Zealand","field","no result",""
"296906","Bristol","[datetime.date(2008, 6, 21)]","England","New Zealand","England","field","","New Zealand"
"296907","London","[datetime.date(2008, 6, 25)]","England","New Zealand","New Zealand","field","","New Zealand"
"296908","London","[datetime.date(2008, 6, 28)]","England","New Zealand","England","field","","New Zealand"
"296914","Leeds","[datetime.date(2008, 8, 22)]","England","South Africa","England","bat","","England"
"296915","Nottingham","[datetime.date(2008, 8, 26)]","England","South Africa","South Africa","bat","","England"
"296916","London","[datetime.date(2008, 8, 29)]","England","South Africa","South Africa","field","","England"
"296917","London","[datetime.date(2008, 8, 31)]","England","South Africa","England","field","","England"
"296918","Cardiff","[datetime.date(2008, 9, 3)]","England","South Africa","England","field","no result",""
"297793","Bangalore","[datetime.date(2007, 9, 29)]","India","Australia","Australia","bat","no result",""
"297794","Kochi","[datetime.date(2007, 10, 2)]","India","Australia","India","field","","Australia"
"297795","Hyderabad","[datetime.date(2007, 10, 5)]","India","Australia","Australia","bat","","Australia"
"297796","Chandigarh","[datetime.date(2007, 10, 8)]","India","Australia","India","bat","","India"
"297797","Vadodara","[datetime.date(2007, 10, 11)]","India","Australia","India","bat","","Australia"
"297798","Nagpur","[datetime.date(2007, 10, 14)]","India","Australia","Australia","bat","","Australia"
"297799","Mumbai","[datetime.date(2007, 10, 17)]","India","Australia","Australia","bat","","India"
"297801","Guwahati","[datetime.date(2007, 11, 5)]","India","Pakistan","Pakistan","bat","","India"
"297802","Chandigarh","[datetime.date(2007, 11, 8)]","India","Pakistan","India","bat","","Pakistan"
"297803","Kanpur","[datetime.date(2007, 11, 11)]","India","Pakistan","Pakistan","field","","India"
"297804","Gwalior","[datetime.date(2007, 11, 15)]","India","Pakistan","Pakistan","bat","","India"
"297805","Jaipur","[datetime.date(2007, 11, 18)]","India","Pakistan","India","field","","Pakistan"
"298796","Durban","[datetime.date(2007, 11, 25)]","South Africa","New Zealand","South Africa","field","","South Africa"
"298797","Port Elizabeth","[datetime.date(2007, 11, 30)]","South Africa","New Zealand","South Africa","bat","","New Zealand"
"298798","Cape Town","[datetime.date(2007, 12, 2)]","South Africa","New Zealand","New Zealand","bat","","South Africa"
"298805","Centurion","[datetime.date(2008, 1, 20)]","South Africa","West Indies","South Africa","field","","South Africa"
"298806","Cape Town","[datetime.date(2008, 1, 25)]","South Africa","West Indies","South Africa","bat","","South Africa"
"298807","Port Elizabeth","[datetime.date(2008, 1, 27)]","South Africa","West Indies","West Indies","bat","","South Africa"
"298808","Durban","[datetime.date(2008, 2, 1)]","South Africa","West Indies","West Indies","bat","","South Africa"
"298809","Johannesburg","[datetime.date(2008, 2, 3)]","South Africa","West Indies","South Africa","field","","South Africa"
"299006","Lahore","[datetime.date(2007, 10, 18)]","Pakistan","South Africa","South Africa","bat","","South Africa"
"299007","Lahore","[datetime.date(2007, 10, 20)]","Pakistan","South Africa","Pakistan","bat","","Pakistan"
"299008","Faisalabad","[datetime.date(2007, 10, 23)]","Pakistan","South Africa","South Africa","bat","","Pakistan"
"299009","","[datetime.date(2007, 10, 26)]","Pakistan","South Africa","Pakistan","bat","","South Africa"
"299010","Lahore","[datetime.date(2007, 10, 29)]","Pakistan","South Africa","South Africa","bat","","South Africa"
"300426","Auckland","[datetime.date(2007, 12, 26)]","New Zealand","Bangladesh","New Zealand","field","","New Zealand"
"300427","Napier","[datetime.date(2007, 12, 28)]","New Zealand","Bangladesh","New Zealand","bat","","New Zealand"
"300428","","[datetime.date(2007, 12, 31)]","New Zealand","Bangladesh","New Zealand","field","","New Zealand"
"300437","Wellington","[datetime.date(2008, 2, 9)]","New Zealand","England","England","bat","","New Zealand"
"300438","Hamilton","[datetime.date(2008, 2, 12)]","New Zealand","England","New Zealand","field","","New Zealand"
"300439","Auckland","[datetime.date(2008, 2, 15)]","New Zealand","England","England","field","","England"
"300440","Napier","[datetime.date(2008, 2, 20)]","New Zealand","England","New Zealand","field","tie",""
"300441","Christchurch","[datetime.date(2008, 2, 23)]","New Zealand","England","New Zealand","field","","New Zealand"
"300486","Bulawayo","[datetime.date(2007, 8, 22)]","Zimbabwe","South Africa","Zimbabwe","bat","","South Africa"
"300487","","[datetime.date(2007, 8, 25)]","Zimbabwe","South Africa","South Africa","field","","South Africa"
"300488","","[datetime.date(2007, 8, 26)]","Zimbabwe","South Africa","South Africa","bat","","South Africa"
"313992","Nairobi","[datetime.date(2007, 10, 25)]","Kenya","Bermuda","Kenya","field","","Kenya"
"313993","Nairobi","[datetime.date(2007, 10, 27)]","Kenya","Bermuda","Bermuda","bat","","Kenya"
"313994","Nairobi","[datetime.date(2007, 10, 28)]","Kenya","Bermuda","Bermuda","bat","","Kenya"
"317578","","[datetime.date(2007, 11, 30)]","Zimbabwe","West Indies","West Indies","field","","Zimbabwe"
"317579","","[datetime.date(2007, 12, 2)]","Zimbabwe","West Indies","Zimbabwe","field","","West Indies"
"317581","Bulawayo","[datetime.date(2007, 12, 7)]","Zimbabwe","West Indies","West Indies","field","","West Indies"
"319134","Trinidad","[datetime.date(2008, 4, 10)]","West Indies","Sri Lanka","West Indies","field","","West Indies"
"319135","Trinidad","[datetime.date(2008, 4, 12)]","West Indies","Sri Lanka","West Indies","field","","West Indies"
"319136","St Lucia","[datetime.date(2008, 4, 15)]","West Indies","Sri Lanka","West Indies","field","no result",""
"319143","St Vincent","[datetime.date(2008, 6, 24)]","West Indies","Australia","West Indies","field","","Australia"
"319144","Grenada","[datetime.date(2008, 6, 27)]","West Indies","Australia","Australia","bat","","Australia"
"319145","Grenada","[datetime.date(2008, 6, 29)]","West Indies","Australia","Australia","field","","Australia"
"319146","St Kitts","[datetime.date(2008, 7, 4)]","West Indies","Australia","West Indies","field","","Australia"
"319147","St Kitts","[datetime.date(2008, 7, 6)]","West Indies","Australia","Australia","bat","","Australia"
"323949","","[datetime.date(2008, 3, 9)]","Bangladesh","South Africa","Bangladesh","bat","","South Africa"
"323950","Mirpur","[datetime.date(2008, 3, 12)]","Bangladesh","South Africa","Bangladesh","bat","","South Africa"
"323951","Mirpur","[datetime.date(2008, 3, 14)]","Bangladesh","South Africa","Bangladesh","bat","","South Africa"
"325569","King City","[datetime.date(2008, 6, 29)]","Canada","Bermuda","Canada","field","","Bermuda"
"325572","Ayr","[datetime.date(2008, 8, 12)]","Scotland","Kenya","Scotland","field","no result",""
"325576","Belfast","[datetime.date(2008, 8, 25)]","Ireland","Kenya","Kenya","field","no result",""
"325579","Dublin","[datetime.date(2008, 7, 29)]","Netherlands","Scotland","Netherlands","bat","","Scotland"
"325580","Dublin","[datetime.date(2008, 7, 31)]","Ireland","Scotland","Ireland","field","","Ireland"
"325581","Nairobi","[datetime.date(2008, 10, 17)]","Ireland","Zimbabwe","Zimbabwe","bat","","Zimbabwe"
"325800","Karachi","[datetime.date(2008, 1, 21)]","Pakistan","Zimbabwe","Zimbabwe","field","","Pakistan"
"325801","Sind","[datetime.date(2008, 1, 24)]","Pakistan","Zimbabwe","Zimbabwe","bat","","Pakistan"
"325802","","[datetime.date(2008, 1, 27)]","Pakistan","Zimbabwe","Pakistan","bat","","Pakistan"
"325803","Faisalabad","[datetime.date(2008, 1, 30)]","Pakistan","Zimbabwe","Zimbabwe","bat","","Pakistan"
"325804","","[datetime.date(2008, 2, 2)]","Pakistan","Zimbabwe","Zimbabwe","bat","","Pakistan"
"335346","Lahore","[datetime.date(2008, 6, 24)]","Bangladesh","United Arab Emirates","Bangladesh","bat","","Bangladesh"
"335347","Karachi","[datetime.date(2008, 6, 24)]","Pakistan","Hong Kong","Pakistan","bat","","Pakistan"
"335348","Lahore","[datetime.date(2008, 6, 25)]","Bangladesh","Sri Lanka","Bangladesh","field","","Sri Lanka"
"335349","Karachi","[datetime.date(2008, 6, 25)]","Hong Kong","India","India","bat","","India"
"335350","Lahore","[datetime.date(2008, 6, 26)]","Sri Lanka","United Arab Emirates","Sri Lanka","bat","","Sri Lanka"
"335351","Karachi","[datetime.date(2008, 6, 26)]","Pakistan","India","Pakistan","bat","","India"
"335352","Karachi","[datetime.date(2008, 6, 28)]","Bangladesh","India","Bangladesh","bat","","India"
"335353","Karachi","[datetime.date(2008, 6, 29)]","Pakistan","Sri Lanka","Pakistan","field","","Sri Lanka"
"335354","Karachi","[datetime.date(2008, 6, 30)]","Bangladesh","Sri Lanka","Sri Lanka","bat","","Sri Lanka"
"335355","Karachi","[datetime.date(2008, 7, 2)]","Pakistan","India","India","bat","","Pakistan"
"335356","Karachi","[datetime.date(2008, 7, 3)]","India","Sri Lanka","Sri Lanka","bat","","India"
"335357","Karachi","[datetime.date(2008, 7, 4)]","Pakistan","Bangladesh","Bangladesh","bat","","Pakistan"
"335358","Karachi","[datetime.date(2008, 7, 6)]","India","Sri Lanka","India","field","","Sri Lanka"
"336201","Darwin","[datetime.date(2008, 8, 30)]","Australia","Bangladesh","Bangladesh","field","","Australia"
"336202","Darwin","[datetime.date(2008, 9, 3)]","Australia","Bangladesh","Bangladesh","bat","","Australia"
"336204","Darwin","[datetime.date(2008, 9, 6)]","Australia","Bangladesh","Australia","bat","","Australia"
"343732","","[datetime.date(2008, 8, 18)]","Sri Lanka","India","India","bat","","Sri Lanka"
"343733","","[datetime.date(2008, 8, 20)]","Sri Lanka","India","India","field","","India"
"343734","Colombo","[datetime.date(2008, 8, 24)]","Sri Lanka","India","India","bat","","India"
"343736","Colombo","[datetime.date(2008, 8, 29)]","Sri Lanka","India","Sri Lanka","bat","","Sri Lanka"
"343759","Lahore","[datetime.date(2008, 4, 8)]","Pakistan","Bangladesh","Pakistan","bat","","Pakistan"
"343760","Faisalabad","[datetime.date(2008, 4, 11)]","Pakistan","Bangladesh","Bangladesh","bat","","Pakistan"
"343761","Lahore","[datetime.date(2008, 4, 13)]","Pakistan","Bangladesh","Pakistan","bat","","Pakistan"
"343762","","[datetime.date(2008, 4, 16)]","Pakistan","Bangladesh","Bangladesh","bat","","Pakistan"
"343763","Karachi","[datetime.date(2008, 4, 19)]","Pakistan","Bangladesh","Pakistan","bat","","Pakistan"
"345468","Mirpur","[datetime.date(2008, 6, 8)]","Bangladesh","Pakistan","Bangladesh","field","","Pakistan"
"345469","Mirpur","[datetime.date(2008, 6, 10)]","India","Pakistan","India","bat","","India"
"345470","Mirpur","[datetime.date(2008, 6, 12)]","Bangladesh","India","Bangladesh","bat","","India"
"345471","Mirpur","[datetime.date(2008, 6, 14)]","India","Pakistan","Pakistan","bat","","Pakistan"
"350043","London","[datetime.date(2009, 9, 4)]","England","Australia","England","field","","Australia"
"350044","London","[datetime.date(2009, 9, 6)]","England","Australia","England","field","","Australia"
"350045","Southampton","[datetime.date(2009, 9, 9)]","England","Australia","England","bat","","Australia"
"350046","London","[datetime.date(2009, 9, 12)]","England","Australia","England","bat","","Australia"
"350047","Nottingham","[datetime.date(2009, 9, 15)]","England","Australia","England","bat","","Australia"
"350048","Nottingham","[datetime.date(2009, 9, 17)]","England","Australia","Australia","bat","","Australia"
"350049","Chester-le-Street","[datetime.date(2009, 9, 20)]","England","Australia","England","field","","England"
"350348","Potchefstroom","[datetime.date(2008, 11, 7)]","South Africa","Bangladesh","South Africa","bat","","South Africa"
"350477","Durban","[datetime.date(2009, 4, 3)]","South Africa","Australia","Australia","bat","","Australia"
"350478","Centurion","[datetime.date(2009, 4, 5)]","South Africa","Australia","Australia","bat","","South Africa"
"350479","Cape Town","[datetime.date(2009, 4, 9)]","South Africa","Australia","South Africa","bat","","South Africa"
"350480","Port Elizabeth","[datetime.date(2009, 4, 13)]","South Africa","Australia","Australia","field","","South Africa"
"350481","Johannesburg","[datetime.date(2009, 4, 17)]","South Africa","Australia","South Africa","field","","Australia"
"351684","","[datetime.date(2009, 1, 16)]","Australia","South Africa","Australia","bat","","South Africa"
"351685","Hobart","[datetime.date(2009, 1, 18)]","Australia","South Africa","South Africa","field","","Australia"
"351686","","[datetime.date(2009, 1, 23)]","Australia","South Africa","Australia","bat","","South Africa"
"351687","","[datetime.date(2009, 1, 26)]","Australia","South Africa","Australia","bat","","South Africa"
"351688","Perth","[datetime.date(2009, 1, 30)]","Australia","South Africa","South Africa","bat","","South Africa"
"351689","Perth","[datetime.date(2009, 2, 1)]","Australia","New Zealand","Australia","bat","","New Zealand"
"351690","","[datetime.date(2009, 2, 6)]","Australia","New Zealand","New Zealand","field","","New Zealand"
"351691","","[datetime.date(2009, 2, 8)]","Australia","New Zealand","New Zealand","field","","Australia"
"351692","","[datetime.date(2009, 2, 10)]","Australia","New Zealand","New Zealand","bat","","Australia"
"351693","Brisbane","[datetime.date(2009, 2, 13)]","Australia","New Zealand","New Zealand","field","no result",""
"352665","Guyana","[datetime.date(2009, 3, 20)]","West Indies","England","England","bat","","England"
"352666","Guyana","[datetime.date(2009, 3, 22)]","West Indies","England","West Indies","bat","","West Indies"
"352667","Barbados","[datetime.date(2009, 3, 27)]","West Indies","England","West Indies","field","","West Indies"
"352668","Barbados","[datetime.date(2009, 3, 29)]","West Indies","England","England","field","","England"
"352669","St Lucia","[datetime.date(2009, 4, 3)]","West Indies","England","West Indies","field","","England"
"360800","Bloemfontein","[datetime.date(2008, 10, 31)]","South Africa","Kenya","South Africa","bat","","South Africa"
"361043","Rajkot","[datetime.date(2008, 11, 14)]","India","England","England","field","","India"
"361044","Indore","[datetime.date(2008, 11, 17)]","India","England","India","bat","","India"
"361045","Kanpur","[datetime.date(2008, 11, 20)]","India","England","England","bat","","India"
"361046","Bangalore","[datetime.date(2008, 11, 23)]","India","England","England","field","","India"
"361047","Cuttack","[datetime.date(2008, 11, 26)]","India","England","India","field","","India"
"366341","Colombo","[datetime.date(2008, 8, 27)]","Sri Lanka","India","India","bat","","India"
"366623","Napier","[datetime.date(2009, 3, 3)]","New Zealand","India","India","bat","","India"
"366624","Hamilton","[datetime.date(2009, 3, 11)]","New Zealand","India","New Zealand","bat","","India"
"366625","Auckland","[datetime.date(2009, 3, 14)]","New Zealand","India","India","bat","","New Zealand"
"366626","Wellington","[datetime.date(2009, 3, 6)]","New Zealand","India","India","bat","no result",""
"366627","Christchurch","[datetime.date(2009, 3, 8)]","New Zealand","India","New Zealand","field","","India"
"366709","","[datetime.date(2008, 12, 31)]","New Zealand","West Indies","New Zealand","field","no result",""
"366711","Wellington","[datetime.date(2009, 1, 7)]","New Zealand","West Indies","New Zealand","field","","New Zealand"
"374059","Abu Dhabi","[datetime.date(2008, 11, 12)]","Pakistan","West Indies","West Indies","bat","","Pakistan"
"374060","Abu Dhabi","[datetime.date(2008, 11, 14)]","Pakistan","West Indies","Pakistan","bat","","Pakistan"
"375456","","[datetime.date(2008, 11, 20)]","Zimbabwe","Sri Lanka","Sri Lanka","field","","Sri Lanka"
"375457","","[datetime.date(2008, 11, 22)]","Zimbabwe","Sri Lanka","Zimbabwe","bat","","Sri Lanka"
"375460","","[datetime.date(2008, 11, 24)]","Zimbabwe","Sri Lanka","Zimbabwe","field","","Sri Lanka"
"375462","","[datetime.date(2008, 11, 30)]","Zimbabwe","Sri Lanka","Zimbabwe","field","","Sri Lanka"
"377313","Jamaica","[datetime.date(2009, 6, 26)]","West Indies","India","India","bat","","India"
"377314","Jamaica","[datetime.date(2009, 6, 28)]","West Indies","India","India","bat","","West Indies"
"377315","St Lucia","[datetime.date(2009, 7, 3)]","West Indies","India","India","field","","India"
"377316","St Lucia","[datetime.date(2009, 7, 5)]","West Indies","India","India","field","no result",""
"378753","Mirpur","[datetime.date(2009, 1, 10)]","Bangladesh","Zimbabwe","Bangladesh","field","","Zimbabwe"
"378755","Mirpur","[datetime.date(2009, 1, 14)]","Bangladesh","Sri Lanka","Bangladesh","field","","Bangladesh"
"378759","Mirpur","[datetime.date(2009, 1, 23)]","Bangladesh","Zimbabwe","Bangladesh","field","","Bangladesh"
"380715","Bristol","[datetime.date(2009, 5, 24)]","England","West Indies","England","field","","England"
"380716","Birmingham","[datetime.date(2009, 5, 26)]","England","West Indies","West Indies","field","","England"
"383275","Belfast","[datetime.date(2009, 8, 27)]","Ireland","England","England","bat","","England"
"385025","Nairobi","[datetime.date(2009, 1, 31)]","Kenya","Zimbabwe","Kenya","bat","","Zimbabwe"
"385749","Karachi","[datetime.date(2009, 1, 20)]","Pakistan","Sri Lanka","Sri Lanka","bat","","Pakistan"
"385750","Karachi","[datetime.date(2009, 1, 21)]","Pakistan","Sri Lanka","Pakistan","field","","Sri Lanka"
"385751","Lahore","[datetime.date(2009, 1, 24)]","Pakistan","Sri Lanka","Sri Lanka","bat","","Sri Lanka"
"386530","","[datetime.date(2009, 1, 28)]","Sri Lanka","India","India","field","","India"
"386531","Colombo","[datetime.date(2009, 1, 31)]","Sri Lanka","India","India","bat","","India"
"386532","Colombo","[datetime.date(2009, 2, 3)]","Sri Lanka","India","India","bat","","India"
"386533","Colombo","[datetime.date(2009, 2, 5)]","Sri Lanka","India","India","bat","","India"
"386534","Colombo","[datetime.date(2009, 2, 8)]","Sri Lanka","India","Sri Lanka","bat","","Sri Lanka"
"387566","Centurion","[datetime.date(2009, 11, 22)]","South Africa","England","England","field","","England"
"387567","Cape Town","[datetime.date(2009, 11, 27)]","South Africa","England","South Africa","bat","","South Africa"
"387568","Port Elizabeth","[datetime.date(2009, 11, 29)]","South Africa","England","South Africa","bat","","England"
"390204","Benoni","[datetime.date(2009, 4, 1)]","Ireland","Scotland","Ireland","field","","Ireland"
"390227","Benoni","[datetime.date(2009, 4, 8)]","Canada","Scotland","Scotland","field","","Canada"
"390253","Benoni","[datetime.date(2009, 4, 19)]","Afghanistan","Scotland","Afghanistan","bat","","Afghanistan"
"392616","","[datetime.date(2009, 4, 22)]","Australia","Pakistan","Australia","bat","","Pakistan"
"392617","","[datetime.date(2009, 4, 24)]","Australia","Pakistan","Pakistan","bat","","Australia"
"392618","Abu Dhabi","[datetime.date(2009, 4, 27)]","Australia","Pakistan","Australia","bat","","Australia"
"392619","Abu Dhabi","[datetime.date(2009, 5, 1)]","Australia","Pakistan","Pakistan","bat","","Australia"
"392620","Abu Dhabi","[datetime.date(2009, 5, 3)]","Australia","Pakistan","Australia","bat","","Pakistan"
"401073","Dominica","[datetime.date(2009, 7, 26)]","West Indies","Bangladesh","West Indies","field","","Bangladesh"
"401074","Dominica","[datetime.date(2009, 7, 28)]","West Indies","Bangladesh","West Indies","bat","","Bangladesh"
"401075","St Kitts","[datetime.date(2009, 7, 31)]","West Indies","Bangladesh","West Indies","bat","","Bangladesh"
"403370","","[datetime.date(2009, 7, 30)]","Sri Lanka","Pakistan","Pakistan","field","","Sri Lanka"
"403371","","[datetime.date(2009, 8, 1)]","Sri Lanka","Pakistan","Sri Lanka","field","","Sri Lanka"
"403372","","[datetime.date(2009, 8, 3)]","Sri Lanka","Pakistan","Sri Lanka","field","","Sri Lanka"
"403373","Colombo","[datetime.date(2009, 8, 7)]","Sri Lanka","Pakistan","Pakistan","bat","","Pakistan"
"403374","Colombo","[datetime.date(2009, 8, 9)]","Sri Lanka","Pakistan","Pakistan","bat","","Pakistan"
"403380","Colombo","[datetime.date(2009, 9, 8)]","Sri Lanka","New Zealand","Sri Lanka","bat","","Sri Lanka"
"403381","Colombo","[datetime.date(2009, 9, 12)]","Sri Lanka","India","Sri Lanka","bat","","Sri Lanka"
"403382","Colombo","[datetime.date(2009, 9, 11)]","India","New Zealand","New Zealand","bat","","India"
"403383","Colombo","[datetime.date(2009, 9, 14)]","Sri Lanka","India","India","bat","","India"
"406192","","[datetime.date(2010, 2, 7)]","Australia","West Indies","West Indies","field","","Australia"
"406193","","[datetime.date(2010, 2, 9)]","Australia","West Indies","West Indies","bat","","Australia"
"406194","","[datetime.date(2010, 2, 12)]","Australia","West Indies","West Indies","field","no result",""
"406195","Brisbane","[datetime.date(2010, 2, 14)]","Australia","West Indies","West Indies","field","","Australia"
"406196","","[datetime.date(2010, 2, 19)]","Australia","West Indies","Australia","bat","","Australia"
"406202","Brisbane","[datetime.date(2010, 1, 22)]","Australia","Pakistan","Pakistan","bat","","Australia"
"406203","","[datetime.date(2010, 1, 24)]","Australia","Pakistan","Pakistan","field","","Australia"
"406204","","[datetime.date(2010, 1, 26)]","Australia","Pakistan","Australia","bat","","Australia"
"406205","Perth","[datetime.date(2010, 1, 29)]","Australia","Pakistan","Australia","bat","","Australia"
"406206","Perth","[datetime.date(2010, 1, 31)]","Australia","Pakistan","Pakistan","bat","","Australia"
"410337","Bulawayo","[datetime.date(2009, 8, 9)]","Zimbabwe","Bangladesh","Bangladesh","field","","Bangladesh"
"410338","Bulawayo","[datetime.date(2009, 8, 11)]","Zimbabwe","Bangladesh","Zimbabwe","field","","Bangladesh"
"410339","Bulawayo","[datetime.date(2009, 8, 14)]","Zimbabwe","Bangladesh","Bangladesh","field","","Zimbabwe"
